Number,A,B',B'',X,r_A,r_B',r_B'',r_X,χ_A,χ_B',χ_B'',χ_X,Formula,Formation energy per atom,Bandgap
3115,Tl,Sr,Zn,Cl,1.70,1.18,0.740,1.81,1.62,0.95,1.65,3.16,Tl2SrZnCl6,-1.37232224,3.942
3215,Tl,Sr,Zn,Br,1.70,1.18,0.740,1.96,1.62,0.95,1.65,2.96,Tl2SrZnBr6,-1.109819306,3.017
3443,Tl,Sr,Zn,I,1.70,1.18,0.740,2.20,1.62,0.95,1.65,2.66,Tl2SrZnI6,-0.745406491,1.65
3557,Tl,Sr,V,Cl,1.70,1.18,0.79,1.81,1.62,0.95,1.63,3.16,Tl2SrVCl6,-1.403599934,0.814
3584,Tl,Sr,V,F,1.70,1.18,0.79,1.33,1.62,0.95,1.63,3.98,Tl2SrVF6,-2.736987211,0.69
3709,Tl,Sr,V,I,1.70,1.18,0.79,2.20,1.62,0.95,1.63,2.66,Tl2SrVI6,-0.594738485,0.058
3715,Tl,Sr,Tm,Cl,1.70,1.18,1.03,1.81,1.62,0.95,1.25,3.16,Tl2SrTmCl6,-1.659985461,0.046
55,Cs,Pb,Sr,F,1.88,1.19,1.18,1.33,0.79,2.33,0.95,3.98,Cs2PbSrF6,-3.057204232,4.996
81,Cs,Pb,Sr,Cl,1.88,1.19,1.18,1.81,0.79,2.33,0.95,3.16,Cs2PbSrCl6,-1.870903206,4.447
102,Cs,Pb,Zn,F,1.88,1.19,0.740,1.33,0.79,2.33,1.65,3.98,Cs2PbZnF6,-2.606475547,4.174
106,Cs,Hg,Sm,F,1.88,1.19,0.958,1.33,0.79,2,1.17,3.98,Cs2HgSmF6,-2.943393663,4.089
129,Cs,Pb,Sr,Br,1.88,1.19,1.18,1.96,0.79,2.33,0.95,2.96,Cs2PbSrBr6,-1.630737021,3.892
197,Cs,Pb,Sr,I,1.88,1.19,1.18,2.20,0.79,2.33,0.95,2.66,Cs2PbSrI6,-1.290625756,3.145
223,Cs,Pb,Zn,Cl,1.88,1.19,0.740,1.81,0.79,2.33,1.65,3.16,Cs2PbZnCl6,-1.44945327,2.779
230,Cs,Hg,Ti,F,1.88,1.19,0.670,1.33,0.79,2,1.54,3.98,Cs2HgTiF6,-2.977850627,2.705
283,Cs,Pb,Sn,F,1.88,1.19,1.0,1.33,0.79,2.33,1.96,3.98,Cs2PbSnF6,-2.57564186,2.222
304,Cs,Pb,Zn,Br,1.88,1.19,0.740,1.96,0.79,2.33,1.65,2.96,Cs2PbZnBr6,-1.222802336,2.055
405,Cs,Pb,Zn,I,1.88,1.19,0.740,2.20,0.79,2.33,1.65,2.66,Cs2PbZnI6,-0.903041446,1.266
411,Cs,Pb,V,I,1.88,1.19,0.79,2.20,0.79,2.33,1.63,2.66,Cs2PbVI6,-0.885631515,1.226
414,Cs,Pb,Sn,Br,1.88,1.19,1.0,1.96,0.79,2.33,1.96,2.96,Cs2PbSnBr6,-1.240390399,1.201
428,Cs,Hg,Ti,Cl,1.88,1.19,0.670,1.81,0.79,2,1.54,3.16,Cs2HgTiCl6,-1.5701776,1.112
452,Cs,Pb,Sn,I,1.88,1.19,1.0,2.20,0.79,2.33,1.96,2.66,Cs2PbSnI6,-0.943597384,0.977
476,Cs,Hg,Ti,Br,1.88,1.19,0.670,1.96,0.79,2,1.54,2.96,Cs2HgTiBr6,-1.303150666,0.866
483,Cs,Pb,V,Cl,1.88,1.19,0.79,1.81,0.79,2.33,1.63,3.16,Cs2PbVCl6,-1.470099714,0.824
531,Cs,Hg,Pa,Br,1.88,1.19,1.04,1.96,0.79,2,1.5,2.96,Cs2HgPaBr6,-1.442471234,0.592
535,Cs,Hg,Ti,I,1.88,1.19,0.670,2.20,0.79,2,1.54,2.66,Cs2HgTiI6,-0.949029651,0.563
605,Cs,Hg,Pu,Br,1.88,1.19,1.00,1.96,0.79,2,1.28,2.96,Cs2HgPuBr6,-1.371252871,0.178
631,Cs,Hg,N,F,1.88,1.19,0.16,1.33,0.79,2,3.04,3.98,Cs2HgNF6,-1.411506147,0.02
647,Cs,Hg,Ta,Cl,1.88,1.19,0.72,1.81,0.79,2,1.5,3.16,Cs2HgTaCl6,-1.398570906,0
648,Cs,Hg,U,F,1.88,1.19,1.025,1.33,0.79,2,1.38,3.98,Cs2HgUF6,-2.94472691,0
740,K,Pb,Sr,F,1.64,1.19,1.18,1.33,0.82,2.33,0.95,3.98,K2PbSrF6,-2.979623417,4.402
775,K,Pb,Sr,Cl,1.64,1.19,1.18,1.81,0.82,2.33,0.95,3.16,K2PbSrCl6,-1.762850391,3.997
791,K,Pb,Zn,F,1.64,1.19,0.740,1.33,0.82,2.33,1.65,3.98,K2PbZnF6,-2.580351232,3.908
804,K,Pb,Sr,Br,1.64,1.19,1.18,1.96,0.82,2.33,0.95,2.96,K2PbSrBr6,-1.517173456,3.734
881,K,Pb,Sr,I,1.64,1.19,1.18,2.20,0.82,2.33,0.95,2.66,K2PbSrI6,-1.173508691,3.178
943,K,Pb,Zn,Cl,1.64,1.19,0.740,1.81,0.82,2.33,1.65,3.16,K2PbZnCl6,-1.370008205,2.793
1013,K,Pb,Sn,F,1.64,1.19,1.0,1.33,0.82,2.33,1.96,3.98,K2PbSnF6,-2.505633045,2.278
1017,K,Hg,Ti,F,1.64,1.19,0.670,1.33,0.82,2,1.54,3.98,K2HgTiF6,-2.885779812,2.251
1027,K,Pb,V,F,1.64,1.19,0.79,1.33,0.82,2.33,1.63,3.98,K2PbVF6,-2.683678426,2.201
1055,K,Pb,Zn,Br,1.64,1.19,0.740,1.96,0.82,2.33,1.65,2.96,K2PbZnBr6,-1.132382271,2.045
1129,K,Pb,Sn,Cl,1.64,1.19,1.0,1.81,0.82,2.33,1.96,3.16,K2PbSnCl6,-1.339178518,1.517
1167,K,Pb,Zn,I,1.64,1.19,0.740,2.20,0.82,2.33,1.65,2.66,K2PbZnI6,-0.802262406,1.263
1192,K,Pb,Sn,Br,1.64,1.19,1.0,1.96,0.82,2.33,1.96,2.96,K2PbSnBr6,-1.131046834,1.129
1218,K,Hg,Mn,F,1.64,1.19,0.58,1.33,0.82,2,1.55,3.98,K2HgMnF6,-2.432474964,1.02
1243,K,Pb,Sn,I,1.64,1.19,1.0,2.20,0.82,2.33,1.96,2.66,K2PbSnI6,-0.829648069,0.893
1251,K,Pb,V,Cl,1.64,1.19,0.79,1.81,0.82,2.33,1.63,3.16,K2PbVCl6,-1.390485149,0.866
1261,K,Hg,Ti,Cl,1.64,1.19,0.670,1.81,0.82,2,1.54,3.16,K2HgTiCl6,-1.459377285,0.811
1280,K,Pb,V,Br,1.64,1.19,0.79,1.96,0.82,2.33,1.63,2.96,K2PbVBr6,-1.130816715,0.733
1287,K,Hg,Pu,F,1.64,1.19,1.00,1.33,0.82,2,1.28,3.98,K2HgPuF6,-2.800094767,0.699
1298,K,Pb,V,I,1.64,1.19,0.79,2.20,0.82,2.33,1.63,2.66,K2PbVI6,-0.7836832,0.663
1301,K,Hg,Pa,Cl,1.64,1.19,1.04,1.81,0.82,2,1.5,3.16,K2HgPaCl6,-1.589439103,0.643
1314,K,Hg,Pa,Br,1.64,1.19,1.04,1.96,0.82,2,1.5,2.96,K2HgPaBr6,-1.319898169,0.581
1318,K,Hg,Ti,Br,1.64,1.19,0.670,1.96,0.82,2,1.54,2.96,K2HgTiBr6,-1.191725601,0.558
1338,K,Hg,Pa,I,1.64,1.19,1.04,2.20,0.82,2,1.5,2.66,K2HgPaI6,-0.944358404,0.474
1348,K,Hg,Pa,F,1.64,1.19,1.04,1.33,0.82,2,1.5,3.98,K2HgPaF6,-2.94191913,0.43
1359,K,Hg,Ti,I,1.64,1.19,0.670,2.20,0.82,2,1.54,2.66,K2HgTiI6,-0.836811336,0.404
1372,K,Hg,Np,Br,1.64,1.19,1.01,1.96,0.82,2,1.36,2.96,K2HgNpBr6,-1.213152917,0.35
1395,K,Hg,Np,I,1.64,1.19,1.01,2.20,0.82,2,1.36,2.66,K2HgNpI6,-0.855850902,0.244
1418,K,Hg,Rh,Cl,1.64,1.19,0.665,1.81,0.82,2,2.28,3.16,K2HgRhCl6,-1.035046113,0.161
1452,K,Hg,Nb,I,1.64,1.19,0.72,2.20,0.82,2,1.6,2.66,K2HgNbI6,-0.698664116,0.019
1485,K,Hg,U,F,1.64,1.19,1.025,1.33,0.82,2,1.38,3.98,K2HgUF6,-2.834531095,0
1583,Na,Pb,Zn,F,1.39,1.19,0.740,1.33,0.93,2.33,1.65,3.98,Na2PbZnF6,-2.420960421,3.319
1597,Na,Pb,Sr,F,1.39,1.19,1.18,1.33,0.93,2.33,0.95,3.98,Na2PbSrF6,-2.794902606,3.154
1610,Na,Pb,Sr,Cl,1.39,1.19,1.18,1.81,0.93,2.33,0.95,3.16,Na2PbSrCl6,-1.564779079,3.057
1654,Na,Pb,Zn,Cl,1.39,1.19,0.740,1.81,0.93,2.33,1.65,3.16,Na2PbZnCl6,-1.186800644,2.781
1656,Na,Pb,Sr,Br,1.39,1.19,1.18,1.96,0.93,2.33,0.95,2.96,Na2PbSrBr6,-1.319135895,2.778
1710,Na,Pb,Sr,I,1.39,1.19,1.18,2.20,0.93,2.33,0.95,2.66,Na2PbSrI6,-0.97172288,2.428
1784,Na,Hg,Lu,F,1.39,1.19,0.861,1.33,0.93,2,1.27,3.98,Na2HgLuF6,-2.487420482,2.123
1796,Na,Pb,Zn,Br,1.39,1.19,0.740,1.96,0.93,2.33,1.65,2.96,Na2PbZnBr6,-0.94620921,2.046
1869,Na,Pb,Sn,F,1.39,1.19,1.0,1.33,0.93,2.33,1.96,3.98,Na2PbSnF6,-2.320947483,1.608
1924,Na,Pb,Zn,I,1.39,1.19,0.740,2.20,0.93,2.33,1.65,2.66,Na2PbZnI6,-0.613320295,1.277
1928,Na,Pb,V,F,1.39,1.19,0.79,1.33,0.93,2.33,1.63,3.98,Na2PbVF6,-2.518778864,1.25
1934,Na,Pb,Sn,Cl,1.39,1.19,1.0,1.81,0.93,2.33,1.96,3.16,Na2PbSnCl6,-1.141808706,1.193
1945,Na,Pb,Sn,Br,1.39,1.19,1.0,1.96,0.93,2.33,1.96,2.96,Na2PbSnBr6,-0.933369272,1.103
1980,Na,Pb,Sn,I,1.39,1.19,1.0,2.20,0.93,2.33,1.96,2.66,Na2PbSnI6,-0.630438257,0.899
1989,Na,Pb,V,Cl,1.39,1.19,0.79,1.81,0.93,2.33,1.63,3.16,Na2PbVCl6,-1.207848587,0.837
2008,Na,Pb,V,Br,1.39,1.19,0.79,1.96,0.93,2.33,1.63,2.96,Na2PbVBr6,-0.945289153,0.731
2015,Na,Hg,Ti,Cl,1.39,1.19,0.670,1.81,0.93,2,1.54,3.16,Na2HgTiCl6,-1.260569973,0.709
2022,Na,Hg,Mn,F,1.39,1.19,0.58,1.33,0.93,2,1.55,3.98,Na2HgMnF6,-2.274878902,0.676
2023,Na,Hg,Pu,F,1.39,1.19,1.00,1.33,0.93,2,1.28,3.98,Na2HgPuF6,-2.605053455,0.676
2062,Na,Hg,Ti,Br,1.39,1.19,0.670,1.96,0.93,2,1.54,2.96,Na2HgTiBr6,-0.994722289,0.475
2115,Na,Hg,Pa,I,1.39,1.19,1.04,2.20,0.93,2,1.5,2.66,Na2HgPaI6,-0.738832592,0.238
2124,Na,Hg,Np,I,1.39,1.19,1.01,2.20,0.93,2,1.36,2.66,Na2HgNpI6,-0.65188934,0.193
2133,Na,Hg,Pa,Br,1.39,1.19,1.04,1.96,0.93,2,1.5,2.96,Na2HgPaBr6,-1.115040857,0.144
2139,Na,Hg,Pa,Cl,1.39,1.19,1.04,1.81,0.93,2,1.5,3.16,Na2HgPaCl6,-1.385044041,0.126
2149,Na,Hg,Rh,Cl,1.39,1.19,0.665,1.81,0.93,2,2.28,3.16,Na2HgRhCl6,-0.863715551,0.087
2155,Na,Hg,Tm,F,1.39,1.19,0.880,1.33,0.93,2,1.25,3.98,Na2HgTmF6,-2.514466944,0.066
2164,Na,Pb,V,I,1.39,1.19,0.79,2.20,0.93,2.33,1.63,2.66,Na2PbVI6,-0.442473638,0.036
2170,Na,Hg,Pu,Cl,1.39,1.19,1.00,1.81,0.93,2,1.28,3.16,Na2HgPuCl6,-1.302522178,0.03
2278,Rb,Pb,Sr,F,1.72,1.19,1.18,1.33,0.82,2.33,0.95,3.98,Rb2PbSrF6,-3.018499392,4.689
2304,Rb,Pb,Sr,Cl,1.72,1.19,1.18,1.81,0.82,2.33,0.95,3.16,Rb2PbSrCl6,-1.812938115,4.269
2337,Rb,Pb,Zn,F,1.72,1.19,0.740,1.33,0.82,2.33,1.65,3.98,Rb2PbZnF6,-2.600048707,4.028
2346,Rb,Hg,Sc,F,1.72,1.19,0.745,1.33,0.82,2,1.36,3.98,Rb2HgScF6,-2.93741441,3.926
2347,Rb,Hg,Y,F,1.72,1.19,0.900,1.33,0.82,2,1.22,3.98,Rb2HgYF6,-2.956437855,3.925
2364,Rb,Pb,Sr,Br,1.72,1.19,1.18,1.96,0.82,2.33,0.95,2.96,Rb2PbSrBr6,-1.569624681,3.818
2442,Rb,Pb,Sr,I,1.72,1.19,1.18,2.20,0.82,2.33,0.95,2.66,Rb2PbSrI6,-1.226578166,3.215
2505,Rb,Pb,Zn,Cl,1.72,1.19,0.740,1.81,0.82,2.33,1.65,3.16,Rb2PbZnCl6,-1.40932593,2.787
2568,Rb,Pb,V,F,1.72,1.19,0.79,1.33,0.82,2.33,1.63,3.98,Rb2PbVF6,-2.7076139,2.344
2569,Rb,Hg,Ti,F,1.72,1.19,0.670,1.33,0.82,2,1.54,3.98,Rb2HgTiF6,-2.929056536,2.342
2573,Rb,Pb,Sn,F,1.72,1.19,1.0,1.33,0.82,2.33,1.96,3.98,Rb2PbSnF6,-2.537123019,2.316
2614,Rb,Pb,Zn,Br,1.72,1.19,0.740,1.96,0.82,2.33,1.65,2.96,Rb2PbZnBr6,-1.175360246,2.044
2679,Rb,Hg,Np,I,1.72,1.19,1.01,2.20,0.82,2,1.36,2.66,Rb2HgNpI6,-0.909866626,1.545
2683,Rb,Pb,Sn,Cl,1.72,1.19,1.0,1.81,0.82,2.33,1.96,3.16,Rb2PbSnCl6,-1.388187743,1.53
2724,Rb,Pb,Zn,I,1.72,1.19,0.740,2.20,0.82,2.33,1.65,2.66,Rb2PbZnI6,-0.848643106,1.263
2744,Rb,Pb,Sn,Br,1.72,1.19,1.0,1.96,0.82,2.33,1.96,2.96,Rb2PbSnBr6,-1.181345808,1.169
2768,Rb,Hg,Mn,F,1.72,1.19,0.58,1.33,0.82,2,1.55,3.98,Rb2HgMnF6,-2.450196188,1.094
2786,Rb,Hg,Ti,Cl,1.72,1.19,0.670,1.81,0.82,2,1.54,3.16,Rb2HgTiCl6,-1.50990251,0.97
2802,Rb,Hg,Pa,Br,1.72,1.19,1.04,1.96,0.82,2,1.5,2.96,Rb2HgPaBr6,-1.375388393,0.907
2806,Rb,Pb,Sn,I,1.72,1.19,1.0,2.20,0.82,2.33,1.96,2.66,Rb2PbSnI6,-0.881043043,0.896
2812,Rb,Hg,Pa,I,1.72,1.19,1.04,2.20,0.82,2,1.5,2.66,Rb2HgPaI6,-0.999964878,0.864
2817,Rb,Pb,V,Cl,1.72,1.19,0.79,1.81,0.82,2.33,1.63,3.16,Rb2PbVCl6,-1.429563874,0.844
2848,Rb,Pb,V,Br,1.72,1.19,0.79,1.96,0.82,2.33,1.63,2.96,Rb2PbVBr6,-1.173462689,0.717
2853,Rb,Hg,Ti,Br,1.72,1.19,0.670,1.96,0.82,2,1.54,2.96,Rb2HgTiBr6,-1.242529575,0.704
2854,Rb,Hg,Pu,F,1.72,1.19,1.00,1.33,0.82,2,1.28,3.98,Rb2HgPuF6,-2.848840491,0.697
2864,Rb,Hg,Pa,Cl,1.72,1.19,1.04,1.81,0.82,2,1.5,3.16,Rb2HgPaCl6,-1.644713078,0.644
2871,Rb,Hg,Pa,F,1.72,1.19,1.04,1.33,0.82,2,1.5,3.98,Rb2HgPaF6,-2.992381854,0.613
2929,Rb,Hg,Np,Br,1.72,1.19,1.01,1.96,0.82,2,1.36,2.96,Rb2HgNpBr6,-1.267230891,0.352
2955,Rb,Hg,Pu,Cl,1.72,1.19,1.00,1.81,0.82,2,1.28,3.16,Rb2HgPuCl6,-1.557699215,0.251
3010,Rb,Hg,Pu,Br,1.72,1.19,1.00,1.96,0.82,2,1.28,2.96,Rb2HgPuBr6,-1.30773028,0.051
3015,Rb,Hg,Ti,I,1.72,1.19,0.670,2.20,0.82,2,1.54,2.66,Rb2HgTiI6,-0.83921431,0.036
3020,Rb,Hg,Np,F,1.72,1.19,1.01,1.33,0.82,2,1.36,3.98,Rb2HgNpF6,-2.684775102,0.028
3024,Rb,Pb,V,I,1.72,1.19,0.79,2.20,0.82,2.33,1.63,2.66,Rb2PbVI6,-0.670766424,0.022
3044,Rb,Hg,U,F,1.72,1.19,1.025,1.33,0.82,2,1.38,3.98,Rb2HgUF6,-2.885781069,0
3194,Tl,Pb,Zn,F,1.70,1.19,0.740,1.33,1.62,2.33,1.65,3.98,Tl2PbZnF6,-2.159480188,3.154
3196,Tl,Pb,Sr,Cl,1.70,1.19,1.18,1.81,1.62,2.33,0.95,3.16,Tl2PbSrCl6,-1.366331096,3.131
3206,Tl,Pb,Sr,F,1.70,1.19,1.18,1.33,1.62,2.33,0.95,3.98,Tl2PbSrF6,-2.574095873,3.072
3231,Tl,Pb,Sr,Br,1.70,1.19,1.18,1.96,1.62,2.33,0.95,2.96,Tl2PbSrBr6,-1.127688162,2.897
3244,Tl,Pb,Zn,Cl,1.70,1.19,0.740,1.81,1.62,2.33,1.65,3.16,Tl2PbZnCl6,-0.976804661,2.815
3282,Tl,Pb,Sr,I,1.70,1.19,1.18,2.20,1.62,2.33,0.95,2.66,Tl2PbSrI6,-0.788878897,2.546
3323,Tl,Hg,Ni,F,1.70,1.19,0.56,1.33,1.62,2,1.91,3.98,Tl2HgNiF6,-1.798746121,2.415
3381,Tl,Pb,Zn,Br,1.70,1.19,0.740,1.96,1.62,2.33,1.65,2.96,Tl2PbZnBr6,-0.750462227,2.062
3394,Tl,Hg,Ti,F,1.70,1.19,0.670,1.33,1.62,2,1.54,3.98,Tl2HgTiF6,-2.477308017,1.957
3450,Tl,Hg,Lu,F,1.70,1.19,0.861,1.33,1.62,2,1.27,3.98,Tl2HgLuF6,-2.272177499,1.615
3478,Tl,Hg,Mn,F,1.70,1.19,0.58,1.33,1.62,2,1.55,3.98,Tl2HgMnF6,-2.013823419,1.429
3490,Tl,Pb,Sn,Cl,1.70,1.19,1.0,1.81,1.62,2.33,1.96,3.16,Tl2PbSnCl6,-0.942045473,1.34
3494,Tl,Pb,Zn,I,1.70,1.19,0.740,2.20,1.62,2.33,1.65,2.66,Tl2PbZnI6,-0.431394537,1.295
3502,Tl,Pb,Sn,F,1.70,1.19,1.0,1.33,1.62,2.33,1.96,3.98,Tl2PbSnF6,-2.0987,1.187
3509,Tl,Pb,Sn,Br,1.70,1.19,1.0,1.96,1.62,2.33,1.96,2.96,Tl2PbSnBr6,-0.741280539,1.124
3539,Tl,Pb,Sn,I,1.70,1.19,1.0,2.20,1.62,2.33,1.96,2.66,Tl2PbSnI6,-0.447695524,0.926
3547,Tl,Pb,V,Cl,1.70,1.19,0.79,1.81,1.62,2.33,1.63,3.16,Tl2PbVCl6,-1.000354854,0.874
3558,Tl,Pb,V,F,1.70,1.19,0.79,1.33,1.62,2.33,1.63,3.98,Tl2PbVF6,-2.268197881,0.813
3569,Tl,Pb,V,Br,1.70,1.19,0.79,1.96,1.62,2.33,1.63,2.96,Tl2PbVBr6,-0.75159792,0.742
3572,Tl,Hg,Ti,Cl,1.70,1.19,0.670,1.81,1.62,2,1.54,3.16,Tl2HgTiCl6,-1.06125924,0.738
3581,Tl,Hg,Pu,F,1.70,1.19,1.00,1.33,1.62,2,1.28,3.98,Tl2HgPuF6,-2.396021722,0.698
3591,Tl,Pb,V,I,1.70,1.19,0.79,2.20,1.62,2.33,1.63,2.66,Tl2PbVI6,-0.417900155,0.662
3623,Tl,Hg,Ti,Br,1.70,1.19,0.670,1.96,1.62,2,1.54,2.96,Tl2HgTiBr6,-0.803197056,0.499
3652,Tl,Hg,Np,Br,1.70,1.19,1.01,1.96,1.62,2,1.36,2.96,Tl2HgNpBr6,-0.817703372,0.338
3657,Tl,Hg,Pa,I,1.70,1.19,1.04,2.20,1.62,2,1.5,2.66,Tl2HgPaI6,-0.555063359,0.306
3661,Tl,Hg,Ti,I,1.70,1.19,0.670,2.20,1.62,2,1.54,2.66,Tl2HgTiI6,-0.461788041,0.275
3678,Tl,Hg,Pa,Br,1.70,1.19,1.04,1.96,1.62,2,1.5,2.96,Tl2HgPaBr6,-0.923828874,0.211
3687,Tl,Hg,Rh,Cl,1.70,1.19,0.665,1.81,1.62,2,2.28,3.16,Tl2HgRhCl6,-0.642881318,0.166
3693,Tl,Hg,Pa,Cl,1.70,1.19,1.04,1.81,1.62,2,1.5,3.16,Tl2HgPaCl6,-1.189221808,0.125
3740,Tl,Hg,U,Cl,1.70,1.19,1.025,1.81,1.62,2,1.38,3.16,Tl2HgUCl6,-1.096178773,0.001
21,Cs,Ba,Be,F,1.88,1.35,0.45,1.33,0.79,0.89,1.57,3.98,Cs2BaBeF6,-3.166882943,6.613
23,Cs,Ba,Mg,F,1.88,1.35,0.720,1.33,0.79,0.89,1.31,3.98,Cs2BaMgF6,-3.388753888,6.456
24,Cs,Ba,Ca,F,1.88,1.35,1.00,1.33,0.79,0.89,1,3.98,Cs2BaCaF6,-3.490884706,6.121
25,Cs,Ba,Ni,F,1.88,1.35,0.690,1.33,0.79,0.89,1.91,3.98,Cs2BaNiF6,-2.91995805,5.825
26,Cs,Ba,Sr,F,1.88,1.35,1.18,1.33,0.79,0.89,0.95,3.98,Cs2BaSrF6,-3.460280354,5.707
39,Cs,Ba,Zn,F,1.88,1.35,0.740,1.33,0.79,0.89,1.65,3.98,Cs2BaZnF6,-3.019057919,5.197
58,Cs,Ba,Ca,Cl,1.88,1.35,1.00,1.81,0.79,0.89,1,3.16,Cs2BaCaCl6,-2.251284429,4.934
61,Cs,Ba,Cd,F,1.88,1.35,0.95,1.33,0.79,0.89,1.69,3.98,Cs2BaCdF6,-2.977742452,4.844
64,Cs,Ba,Sr,Cl,1.88,1.35,1.18,1.81,0.79,0.89,0.95,3.16,Cs2BaSrCl6,-2.255306078,4.782
68,Cs,Ba,Pb,F,1.88,1.35,1.19,1.33,0.79,0.89,2.33,3.98,Cs2BaPbF6,-3.003348525,4.689
72,Cs,Ba,Fe,F,1.88,1.35,0.61,1.33,0.79,0.89,1.83,3.98,Cs2BaFeF6,-2.817173026,4.623
90,Cs,Ba,Ge,F,1.88,1.35,0.73,1.33,0.79,0.89,2.01,3.98,Cs2BaGeF6,-2.925609817,4.348
105,Cs,Ba,Ca,Br,1.88,1.35,1.00,1.96,0.79,0.89,1,2.96,Cs2BaCaBr6,-1.984466995,4.138
108,Cs,Ba,Sr,Br,1.88,1.35,1.18,1.96,0.79,0.89,0.95,2.96,Cs2BaSrBr6,-1.996718393,4.077
