 #energy          xx(cm^-1)       yy(cm^-1)       zz(cm^-1)       xy(cm^-1)       yz(cm^-1)       zx(cm^-1)
  0.17798000E+02  0.85090248E+06  0.85090248E+06  0.85090248E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17806200E+02  0.82130578E+06  0.82130578E+06  0.82130578E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17814400E+02  0.79291129E+06  0.79291129E+06  0.79291129E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17822500E+02  0.76585518E+06  0.76574866E+06  0.76574866E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17830700E+02  0.73996939E+06  0.73996939E+06  0.73996939E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17838900E+02  0.71549653E+06  0.71549653E+06  0.71549653E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17847100E+02  0.69235694E+06  0.69235694E+06  0.69235694E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17855200E+02  0.67044704E+06  0.67044704E+06  0.67044704E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17863400E+02  0.64977895E+06  0.64977895E+06  0.64977895E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17871600E+02  0.63034613E+06  0.63034613E+06  0.63034613E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17879700E+02  0.61200004E+06  0.61200004E+06  0.61200004E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17887900E+02  0.59471525E+06  0.59471525E+06  0.59471525E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17896100E+02  0.57844551E+06  0.57844551E+06  0.57844551E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17904300E+02  0.56299080E+06  0.56299080E+06  0.56299080E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17912400E+02  0.54857088E+06  0.54857088E+06  0.54857088E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17920600E+02  0.53497177E+06  0.53497177E+06  0.53497177E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17928800E+02  0.52209958E+06  0.52194144E+06  0.52194144E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17936900E+02  0.50984754E+06  0.50984754E+06  0.50984754E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17945100E+02  0.49843604E+06  0.49843604E+06  0.49843604E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17953300E+02  0.48758472E+06  0.48758472E+06  0.48758472E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17961500E+02  0.47733418E+06  0.47733418E+06  0.47733418E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17969600E+02  0.46754638E+06  0.46754638E+06  0.46754638E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17977800E+02  0.45843945E+06  0.45843945E+06  0.45843945E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17986000E+02  0.44986978E+06  0.44986978E+06  0.44986978E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.17994100E+02  0.44167998E+06  0.44167998E+06  0.44167998E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18002300E+02  0.43389823E+06  0.43389823E+06  0.43389823E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18010500E+02  0.42654580E+06  0.42654580E+06  0.42654580E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18018700E+02  0.41964688E+06  0.41964688E+06  0.41964688E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18026800E+02  0.41302151E+06  0.41302151E+06  0.41302151E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18035000E+02  0.40689425E+06  0.40689425E+06  0.40689425E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18043200E+02  0.40107878E+06  0.40107878E+06  0.40107878E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18051300E+02  0.39558778E+06  0.39558778E+06  0.39558778E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18059500E+02  0.39044063E+06  0.39044063E+06  0.39044063E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18067700E+02  0.38543249E+06  0.38543249E+06  0.38543249E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18075900E+02  0.38101017E+06  0.38101017E+06  0.38101017E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18084000E+02  0.37674842E+06  0.37674842E+06  0.37674842E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18092200E+02  0.37265760E+06  0.37265760E+06  0.37265760E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18100400E+02  0.36896997E+06  0.36896997E+06  0.36896997E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18108500E+02  0.36569693E+06  0.36569693E+06  0.36569693E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18116700E+02  0.36239017E+06  0.36239017E+06  0.36239017E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18124900E+02  0.35951630E+06  0.35951630E+06  0.35951630E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18133100E+02  0.35708706E+06  0.35708706E+06  0.35708706E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18141200E+02  0.35487281E+06  0.35463457E+06  0.35463457E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18149400E+02  0.35264240E+06  0.35264240E+06  0.35264240E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18157600E+02  0.35111770E+06  0.35111770E+06  0.35111770E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18165700E+02  0.34958143E+06  0.34958143E+06  0.34958143E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18173900E+02  0.34852443E+06  0.34852443E+06  0.34852443E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18182100E+02  0.34770635E+06  0.34770635E+06  0.34770635E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18190300E+02  0.34712953E+06  0.34712953E+06  0.34712953E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18198400E+02  0.34703911E+06  0.34703911E+06  0.34703911E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18206600E+02  0.34719548E+06  0.34719548E+06  0.34719548E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18214800E+02  0.34784212E+06  0.34784212E+06  0.34784212E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18222900E+02  0.34873123E+06  0.34873123E+06  0.34873123E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18231100E+02  0.35035305E+06  0.35010933E+06  0.35010933E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18239300E+02  0.35197009E+06  0.35197009E+06  0.35197009E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18247500E+02  0.35430721E+06  0.35430721E+06  0.35430721E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18255600E+02  0.35711067E+06  0.35711067E+06  0.35711067E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18263800E+02  0.36037473E+06  0.36037473E+06  0.36037473E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18272000E+02  0.36408637E+06  0.36408637E+06  0.36408637E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18280200E+02  0.36846630E+06  0.36846630E+06  0.36846630E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18288300E+02  0.37349082E+06  0.37349082E+06  0.37349082E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18296500E+02  0.37891329E+06  0.37891329E+06  0.37891329E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18304700E+02  0.38471616E+06  0.38471616E+06  0.38471616E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18312800E+02  0.39132196E+06  0.39132196E+06  0.39110180E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18321000E+02  0.39804806E+06  0.39804806E+06  0.39804806E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18329200E+02  0.40531303E+06  0.40531303E+06  0.40531303E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18337400E+02  0.41288102E+06  0.41288102E+06  0.41288102E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18345500E+02  0.42073449E+06  0.42073449E+06  0.42073449E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18353700E+02  0.42845963E+06  0.42845963E+06  0.42845963E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18361900E+02  0.43625965E+06  0.43625965E+06  0.43625965E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18370000E+02  0.44354294E+06  0.44354294E+06  0.44354294E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18378200E+02  0.45053080E+06  0.45053080E+06  0.45053080E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18386400E+02  0.45666402E+06  0.45666402E+06  0.45666402E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18394600E+02  0.46216268E+06  0.46216268E+06  0.46216268E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18402700E+02  0.46648618E+06  0.46648618E+06  0.46648618E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18410900E+02  0.46985433E+06  0.46985433E+06  0.46985433E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18419100E+02  0.47191352E+06  0.47191352E+06  0.47191352E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18427200E+02  0.47267485E+06  0.47249032E+06  0.47249032E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18435400E+02  0.47196141E+06  0.47196141E+06  0.47196141E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18443600E+02  0.46994585E+06  0.46994585E+06  0.46994585E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18451800E+02  0.46660780E+06  0.46660780E+06  0.46660780E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18459900E+02  0.46210199E+06  0.46210199E+06  0.46210199E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18468100E+02  0.45658778E+06  0.45658778E+06  0.45658778E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18476300E+02  0.45002287E+06  0.45002287E+06  0.45002287E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18484400E+02  0.44275200E+06  0.44275200E+06  0.44275200E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18492600E+02  0.43474310E+06  0.43474310E+06  0.43474310E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18500800E+02  0.42636285E+06  0.42636285E+06  0.42636285E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18509000E+02  0.41758834E+06  0.41758834E+06  0.41758834E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18517100E+02  0.40882238E+06  0.40882238E+06  0.40882238E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18525300E+02  0.40007071E+06  0.40007071E+06  0.40007071E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18533500E+02  0.39155783E+06  0.39155783E+06  0.39155783E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18541600E+02  0.38306838E+06  0.38306838E+06  0.38306838E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18549800E+02  0.37508038E+06  0.37508038E+06  0.37508038E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18558000E+02  0.36738551E+06  0.36738551E+06  0.36738551E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18566200E+02  0.36024967E+06  0.36024967E+06  0.36024967E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18574300E+02  0.35370678E+06  0.35345619E+06  0.35370678E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18582500E+02  0.34728592E+06  0.34728592E+06  0.34728592E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18590700E+02  0.34177262E+06  0.34177262E+06  0.34177262E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18598800E+02  0.33668506E+06  0.33642110E+06  0.33668506E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18607000E+02  0.33178005E+06  0.33178005E+06  0.33178005E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18615200E+02  0.32787987E+06  0.32787987E+06  0.32787987E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18623400E+02  0.32420041E+06  0.32420041E+06  0.32420041E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18631500E+02  0.32102609E+06  0.32074826E+06  0.32102609E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18639700E+02  0.31809660E+06  0.31809660E+06  0.31809660E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18647900E+02  0.31598351E+06  0.31598351E+06  0.31598351E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18656100E+02  0.31413692E+06  0.31385225E+06  0.31413692E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18664200E+02  0.31256064E+06  0.31256064E+06  0.31256064E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18672400E+02  0.31155044E+06  0.31155044E+06  0.31155044E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18680600E+02  0.31082346E+06  0.31082346E+06  0.31082346E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18688700E+02  0.31066964E+06  0.31066964E+06  0.31066964E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18696900E+02  0.31080595E+06  0.31080595E+06  0.31080595E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18705100E+02  0.31151969E+06  0.31151969E+06  0.31151969E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18713300E+02  0.31252076E+06  0.31252076E+06  0.31252076E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18721400E+02  0.31380551E+06  0.31380551E+06  0.31380551E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18729600E+02  0.31566007E+06  0.31566007E+06  0.31566007E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18737800E+02  0.31807432E+06  0.31807432E+06  0.31807432E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18745900E+02  0.32075417E+06  0.32075417E+06  0.32075417E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18754100E+02  0.32369710E+06  0.32369710E+06  0.32369710E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18762300E+02  0.32744775E+06  0.32744775E+06  0.32744775E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18770500E+02  0.33143531E+06  0.33143531E+06  0.33143531E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18778600E+02  0.33618946E+06  0.33618946E+06  0.33618946E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18786800E+02  0.34141837E+06  0.34141837E+06  0.34141837E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18795000E+02  0.34710027E+06  0.34710027E+06  0.34710027E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18803100E+02  0.35346975E+06  0.35346975E+06  0.35346975E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18811300E+02  0.36024379E+06  0.36024379E+06  0.36024379E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18819500E+02  0.36764704E+06  0.36764704E+06  0.36764704E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18827700E+02  0.37564421E+06  0.37564421E+06  0.37564421E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18835800E+02  0.38419806E+06  0.38396082E+06  0.38419806E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18844000E+02  0.39304600E+06  0.39304600E+06  0.39304600E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18852200E+02  0.40262163E+06  0.40239487E+06  0.40262163E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18860300E+02  0.41221012E+06  0.41221012E+06  0.41221012E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18868500E+02  0.42224865E+06  0.42224865E+06  0.42224865E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18876700E+02  0.43249402E+06  0.43249402E+06  0.43249402E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18884900E+02  0.44251921E+06  0.44251921E+06  0.44251921E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18893000E+02  0.45233647E+06  0.45233647E+06  0.45233647E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18901200E+02  0.46176501E+06  0.46176501E+06  0.46176501E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18909400E+02  0.47063041E+06  0.47063041E+06  0.47082549E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18917500E+02  0.47876848E+06  0.47876848E+06  0.47876848E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18925700E+02  0.48602997E+06  0.48602997E+06  0.48602997E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18933900E+02  0.49207527E+06  0.49207527E+06  0.49207527E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18942100E+02  0.49694590E+06  0.49694590E+06  0.49694590E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18950200E+02  0.50048638E+06  0.50048638E+06  0.50048638E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18958400E+02  0.50272674E+06  0.50272674E+06  0.50272674E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18966600E+02  0.50367841E+06  0.50367841E+06  0.50367841E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18974700E+02  0.50352638E+06  0.50352638E+06  0.50352638E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18982900E+02  0.50227212E+06  0.50227212E+06  0.50227212E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18991100E+02  0.50008703E+06  0.50008703E+06  0.50008703E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.18999300E+02  0.49714292E+06  0.49714292E+06  0.49714292E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19007400E+02  0.49398547E+06  0.49398547E+06  0.49398547E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19015600E+02  0.49042602E+06  0.49042602E+06  0.49042602E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19023800E+02  0.48702493E+06  0.48683405E+06  0.48702493E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19032000E+02  0.48378604E+06  0.48378604E+06  0.48378604E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19040100E+02  0.48109780E+06  0.48090424E+06  0.48109780E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19048300E+02  0.47897609E+06  0.47897609E+06  0.47897609E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19056500E+02  0.47781792E+06  0.47762269E+06  0.47781792E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19064600E+02  0.47743485E+06  0.47743485E+06  0.47743485E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19072800E+02  0.47803123E+06  0.47803123E+06  0.47803123E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19081000E+02  0.47960342E+06  0.47960342E+06  0.47960342E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19089200E+02  0.48214438E+06  0.48195024E+06  0.48214438E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19097300E+02  0.48544594E+06  0.48544594E+06  0.48544594E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19105500E+02  0.48949969E+06  0.48949969E+06  0.48949969E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19113700E+02  0.49409675E+06  0.49409675E+06  0.49409675E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19121800E+02  0.49922097E+06  0.49922097E+06  0.49922097E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19130000E+02  0.50449038E+06  0.50430405E+06  0.50449038E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19138200E+02  0.50971394E+06  0.50971394E+06  0.50971394E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19146400E+02  0.51471018E+06  0.51471018E+06  0.51471018E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19154500E+02  0.51948249E+06  0.51948249E+06  0.51948249E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19162700E+02  0.52368181E+06  0.52368181E+06  0.52368181E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19170900E+02  0.52731783E+06  0.52731783E+06  0.52731783E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19179000E+02  0.53021988E+06  0.53021988E+06  0.53021988E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19187200E+02  0.53240362E+06  0.53240362E+06  0.53240362E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19195400E+02  0.53387334E+06  0.53387334E+06  0.53387334E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19203600E+02  0.53463311E+06  0.53463311E+06  0.53463311E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19211700E+02  0.53485862E+06  0.53485862E+06  0.53485862E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19219900E+02  0.53455475E+06  0.53455475E+06  0.53455475E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19228100E+02  0.53407214E+06  0.53407214E+06  0.53407214E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19236200E+02  0.53322888E+06  0.53322888E+06  0.53322888E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19244400E+02  0.53256397E+06  0.53256397E+06  0.53256397E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19252600E+02  0.53189680E+06  0.53189680E+06  0.53189680E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19260800E+02  0.53158593E+06  0.53140668E+06  0.53158593E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19268900E+02  0.53145076E+06  0.53145076E+06  0.53145076E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19277100E+02  0.53185640E+06  0.53185640E+06  0.53185640E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19285300E+02  0.53262091E+06  0.53244154E+06  0.53262091E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19293400E+02  0.53356177E+06  0.53356177E+06  0.53356177E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19301600E+02  0.53486292E+06  0.53486292E+06  0.53486292E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19309800E+02  0.53634141E+06  0.53634141E+06  0.53634141E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19318000E+02  0.53781804E+06  0.53781804E+06  0.53781804E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19326100E+02  0.53911215E+06  0.53911215E+06  0.53911215E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19334300E+02  0.54023017E+06  0.54005243E+06  0.54023017E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19342500E+02  0.54081473E+06  0.54063704E+06  0.54063704E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19350600E+02  0.54068561E+06  0.54068561E+06  0.54068561E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19358800E+02  0.54002434E+06  0.54002434E+06  0.54002434E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19367000E+02  0.53882478E+06  0.53864598E+06  0.53864598E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19375200E+02  0.53672284E+06  0.53672284E+06  0.53672284E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19383300E+02  0.53388356E+06  0.53388356E+06  0.53388356E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19391500E+02  0.53048091E+06  0.53048091E+06  0.53048091E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19399700E+02  0.52649975E+06  0.52649975E+06  0.52649975E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19407800E+02  0.52229329E+06  0.52229329E+06  0.52229329E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19416000E+02  0.51767405E+06  0.51767405E+06  0.51767405E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19424200E+02  0.51281610E+06  0.51281610E+06  0.51281610E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19432400E+02  0.50809398E+06  0.50809398E+06  0.50809398E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19440500E+02  0.50370215E+06  0.50370215E+06  0.50370215E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19448700E+02  0.49946110E+06  0.49946110E+06  0.49946110E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19456900E+02  0.49556874E+06  0.49556874E+06  0.49556874E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19465100E+02  0.49242971E+06  0.49242971E+06  0.49242971E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19473200E+02  0.48966035E+06  0.48966035E+06  0.48966035E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19481400E+02  0.48767294E+06  0.48767294E+06  0.48767294E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19489600E+02  0.48607533E+06  0.48607533E+06  0.48607533E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19497700E+02  0.48527243E+06  0.48527243E+06  0.48527243E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19505900E+02  0.48507380E+06  0.48487232E+06  0.48487232E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19514100E+02  0.48527772E+06  0.48507615E+06  0.48507615E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19522300E+02  0.48588470E+06  0.48568321E+06  0.48588470E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19530400E+02  0.48669050E+06  0.48669050E+06  0.48669050E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19538600E+02  0.48790062E+06  0.48790062E+06  0.48790062E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19546800E+02  0.48931009E+06  0.48931009E+06  0.48931009E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19554900E+02  0.49091518E+06  0.49091518E+06  0.49091518E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.19563100E+02  0.49232036E+06  0.49232036E+06  0.49232036E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
