 #energy          xx(cm^-1)       yy(cm^-1)       zz(cm^-1)       xy(cm^-1)       yz(cm^-1)       zx(cm^-1)
  0.84169000E+01  0.10626730E+07  0.10626901E+07  0.10627072E+07  0.85309176E+04  0.00000000E+00  0.00000000E+00
  0.84250000E+01  0.10664512E+07  0.10664683E+07  0.10664854E+07  0.85391274E+04  0.00000000E+00  0.60380749E+04
  0.84332000E+01  0.10698648E+07  0.10698819E+07  0.10698990E+07  0.85474384E+04  0.00000000E+00  0.60439517E+04
  0.84414000E+01  0.10730902E+07  0.10731072E+07  0.10731243E+07  0.85557495E+04  0.00000000E+00  0.60498285E+04
  0.84496000E+01  0.10763324E+07  0.10763495E+07  0.10763665E+07  0.85640606E+04  0.00000000E+00  0.60557053E+04
  0.84577000E+01  0.10797829E+07  0.10797999E+07  0.10798339E+07  0.85722703E+04  0.60615105E+04  0.60615105E+04
  0.84659000E+01  0.10837040E+07  0.10837210E+07  0.10837549E+07  0.85805814E+04  0.60673873E+04  0.60673873E+04
  0.84741000E+01  0.10882672E+07  0.10882842E+07  0.10883181E+07  0.85888925E+04  0.60732641E+04  0.60732641E+04
  0.84823000E+01  0.10936711E+07  0.10936880E+07  0.10937218E+07  0.85972036E+04  0.60791409E+04  0.60791409E+04
  0.84904000E+01  0.11000297E+07  0.11000465E+07  0.11000970E+07  0.86054133E+04  0.60849461E+04  0.86054133E+04
  0.84986000E+01  0.11074918E+07  0.11075253E+07  0.11075756E+07  0.86137244E+04  0.60908229E+04  0.86137244E+04
  0.85068000E+01  0.11161457E+07  0.11161790E+07  0.11162290E+07  0.86220354E+04  0.60966997E+04  0.86220354E+04
  0.85149000E+01  0.11259907E+07  0.11260238E+07  0.11260734E+07  0.86302452E+04  0.61025049E+04  0.86302452E+04
  0.85231000E+01  0.11370454E+07  0.11370946E+07  0.11371438E+07  0.10580027E+05  0.61083817E+04  0.86385562E+04
  0.85313000E+01  0.11492692E+07  0.11493180E+07  0.11493668E+07  0.10590206E+05  0.61142585E+04  0.86468673E+04
  0.85395000E+01  0.11625519E+07  0.11626002E+07  0.11626646E+07  0.10600385E+05  0.61201353E+04  0.10600385E+05
  0.85476000E+01  0.11767388E+07  0.11767866E+07  0.11768664E+07  0.10610440E+05  0.61259405E+04  0.10610440E+05
  0.85558000E+01  0.11917199E+07  0.11917672E+07  0.11918303E+07  0.10620619E+05  0.61318173E+04  0.10620619E+05
  0.85640000E+01  0.12072393E+07  0.12072862E+07  0.12073642E+07  0.12275388E+05  0.86800103E+04  0.10630798E+05
  0.85721000E+01  0.12230656E+07  0.12231119E+07  0.12232045E+07  0.12286999E+05  0.86882200E+04  0.10640853E+05
  0.85803000E+01  0.12389734E+07  0.12390344E+07  0.12391260E+07  0.12298752E+05  0.86965311E+04  0.10651032E+05
  0.85885000E+01  0.12546755E+07  0.12547510E+07  0.12548416E+07  0.12310506E+05  0.87048422E+04  0.10661211E+05
  0.85967000E+01  0.12699402E+07  0.12700149E+07  0.12701196E+07  0.12322260E+05  0.87131533E+04  0.10671390E+05
  0.86048000E+01  0.12844853E+07  0.12845594E+07  0.12846630E+07  0.12333870E+05  0.87213630E+04  0.10681445E+05
  0.86130000E+01  0.12981116E+07  0.12981850E+07  0.12983024E+07  0.12345623E+05  0.87296741E+04  0.10691624E+05
  0.86212000E+01  0.13106104E+07  0.13106832E+07  0.13107997E+07  0.12357377E+05  0.87379851E+04  0.10701802E+05
  0.86293000E+01  0.13217899E+07  0.13218768E+07  0.13219925E+07  0.12368987E+05  0.87461949E+04  0.10711857E+05
  0.86375000E+01  0.13315629E+07  0.13316349E+07  0.13317500E+07  0.12380741E+05  0.87545059E+04  0.10722036E+05
  0.86457000E+01  0.13397943E+07  0.13398660E+07  0.13399949E+07  0.12392495E+05  0.87628170E+04  0.10732215E+05
  0.86539000E+01  0.13464182E+07  0.13465039E+07  0.13466181E+07  0.12404248E+05  0.87711281E+04  0.10742394E+05
  0.86620000E+01  0.13513908E+07  0.13514478E+07  0.13515619E+07  0.12415859E+05  0.87793378E+04  0.10752449E+05
  0.86702000E+01  0.13546667E+07  0.13547380E+07  0.13548235E+07  0.12427612E+05  0.87876489E+04  0.10762628E+05
  0.86784000E+01  0.13562475E+07  0.13562903E+07  0.13563758E+07  0.10772807E+05  0.62196830E+04  0.10772807E+05
  0.86865000E+01  0.13560708E+07  0.13561137E+07  0.13561851E+07  0.10782862E+05  0.62254881E+04  0.88041697E+04
  0.86947000E+01  0.13541861E+07  0.13542292E+07  0.13542722E+07  0.10793041E+05  0.62313649E+04  0.88124808E+04
  0.87029000E+01  0.13506041E+07  0.13506185E+07  0.13506473E+07  0.88207919E+04  0.62372417E+04  0.88207919E+04
  0.87111000E+01  0.13453305E+07  0.13453305E+07  0.13453450E+07  0.88291029E+04  0.62431186E+04  0.88291029E+04
  0.87192000E+01  0.13384372E+07  0.13384226E+07  0.13384080E+07  0.88373127E+04  0.62489237E+04  0.62489237E+04
  0.87274000E+01  0.13300536E+07  0.13300242E+07  0.13299948E+07  0.62548005E+04  0.00000000E+00  0.62548005E+04
  0.87356000E+01  0.13202906E+07  0.13202609E+07  0.13202016E+07  0.62606774E+04  0.00000000E+00  0.62606774E+04
  0.87437000E+01  0.13093350E+07  0.13092900E+07  0.13092150E+07  0.62664825E+04  0.00000000E+00  0.62664825E+04
  0.87519000E+01  0.12974235E+07  0.12973781E+07  0.12972871E+07  0.62723593E+04  0.00000000E+00  0.00000000E+00
  0.87601000E+01  0.12848315E+07  0.12847701E+07  0.12846627E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.87683000E+01  0.12718150E+07  0.12717529E+07  0.12716443E+07  0.00000000E+00  0.62841130E+04  0.00000000E+00
  0.87764000E+01  0.12587068E+07  0.12586439E+07  0.12585182E+07  0.00000000E+00  0.62899181E+04  0.00000000E+00
  0.87846000E+01  0.12458359E+07  0.12457722E+07  0.12456449E+07  0.62957949E+04  0.62957949E+04  0.00000000E+00
  0.87928000E+01  0.12334869E+07  0.12334225E+07  0.12332937E+07  0.63016718E+04  0.63016718E+04  0.63016718E+04
  0.88009000E+01  0.12219587E+07  0.12218936E+07  0.12217633E+07  0.63074769E+04  0.63074769E+04  0.63074769E+04
  0.88091000E+01  0.12115061E+07  0.12114403E+07  0.12113087E+07  0.89284305E+04  0.63133537E+04  0.63133537E+04
  0.88173000E+01  0.12023156E+07  0.12022658E+07  0.12021329E+07  0.89367416E+04  0.63192306E+04  0.63192306E+04
  0.88255000E+01  0.11945581E+07  0.11945079E+07  0.11943906E+07  0.89450526E+04  0.89450526E+04  0.63251074E+04
  0.88336000E+01  0.11883074E+07  0.11882568E+07  0.11881387E+07  0.89532624E+04  0.89532624E+04  0.89532624E+04
  0.88418000E+01  0.11835894E+07  0.11835555E+07  0.11834537E+07  0.89615734E+04  0.89615734E+04  0.89615734E+04
  0.88500000E+01  0.11804177E+07  0.11803666E+07  0.11802814E+07  0.10985820E+05  0.89698845E+04  0.89698845E+04
  0.88582000E+01  0.11786596E+07  0.11786083E+07  0.11785228E+07  0.10995999E+05  0.89781956E+04  0.89781956E+04
  0.88663000E+01  0.11781791E+07  0.11781448E+07  0.11780591E+07  0.11006054E+05  0.89864053E+04  0.89864053E+04
  0.88745000E+01  0.11788227E+07  0.11787884E+07  0.11787197E+07  0.11016233E+05  0.89947164E+04  0.89947164E+04
  0.88827000E+01  0.11803584E+07  0.11803412E+07  0.11802725E+07  0.11026412E+05  0.90030275E+04  0.90030275E+04
  0.88908000E+01  0.11825339E+07  0.11824996E+07  0.11824481E+07  0.11036467E+05  0.90112372E+04  0.90112372E+04
  0.88990000E+01  0.11850842E+07  0.11850671E+07  0.11850156E+07  0.11046646E+05  0.90195483E+04  0.90195483E+04
  0.89072000E+01  0.11877383E+07  0.11877212E+07  0.11876697E+07  0.90278594E+04  0.90278594E+04  0.90278594E+04
  0.89154000E+01  0.11902046E+07  0.11901875E+07  0.11901532E+07  0.90361704E+04  0.90361704E+04  0.90361704E+04
  0.89235000E+01  0.11922126E+07  0.11921955E+07  0.11921612E+07  0.90443802E+04  0.90443802E+04  0.63953426E+04
  0.89317000E+01  0.11935657E+07  0.11935485E+07  0.11935142E+07  0.90526913E+04  0.90526913E+04  0.64012194E+04
  0.89399000E+01  0.11940256E+07  0.11940084E+07  0.11939740E+07  0.90610023E+04  0.90610023E+04  0.64070962E+04
  0.89480000E+01  0.11934373E+07  0.11934201E+07  0.11933856E+07  0.90692121E+04  0.64129013E+04  0.64129013E+04
  0.89562000E+01  0.11917167E+07  0.11916994E+07  0.11916648E+07  0.64187782E+04  0.64187782E+04  0.64187782E+04
  0.89644000E+01  0.11888042E+07  0.11887869E+07  0.11887695E+07  0.64246550E+04  0.64246550E+04  0.64246550E+04
  0.89726000E+01  0.11847197E+07  0.11847022E+07  0.11846848E+07  0.64305318E+04  0.64305318E+04  0.64305318E+04
  0.89807000E+01  0.11795016E+07  0.11795016E+07  0.11794664E+07  0.64363370E+04  0.64363370E+04  0.64363370E+04
  0.89889000E+01  0.11733144E+07  0.11733144E+07  0.11732791E+07  0.64422138E+04  0.64422138E+04  0.64422138E+04
  0.89971000E+01  0.11663026E+07  0.11663026E+07  0.11662847E+07  0.64480906E+04  0.64480906E+04  0.64480906E+04
  0.90052000E+01  0.11586675E+07  0.11586675E+07  0.11586496E+07  0.64538958E+04  0.64538958E+04  0.64538958E+04
  0.90134000E+01  0.11506739E+07  0.11506739E+07  0.11506376E+07  0.64597726E+04  0.64597726E+04  0.64597726E+04
  0.90216000E+01  0.11425554E+07  0.11425554E+07  0.11425189E+07  0.64656494E+04  0.64656494E+04  0.64656494E+04
  0.90298000E+01  0.11345676E+07  0.11345861E+07  0.11345492E+07  0.64715262E+04  0.64715262E+04  0.64715262E+04
  0.90379000E+01  0.11269998E+07  0.11269998E+07  0.11269812E+07  0.64773314E+04  0.64773314E+04  0.64773314E+04
  0.90461000E+01  0.11200950E+07  0.11201138E+07  0.11200762E+07  0.64832082E+04  0.64832082E+04  0.64832082E+04
  0.90543000E+01  0.11140835E+07  0.11141024E+07  0.11140646E+07  0.64890850E+04  0.64890850E+04  0.64890850E+04
  0.90624000E+01  0.11091439E+07  0.11091630E+07  0.11091249E+07  0.64948902E+04  0.64948902E+04  0.64948902E+04
  0.90706000E+01  0.11053980E+07  0.11054363E+07  0.11053980E+07  0.65007670E+04  0.65007670E+04  0.65007670E+04
  0.90788000E+01  0.11029481E+07  0.11029865E+07  0.11029481E+07  0.65066438E+04  0.65066438E+04  0.65066438E+04
  0.90870000E+01  0.11017907E+07  0.11018292E+07  0.11017714E+07  0.65125206E+04  0.65125206E+04  0.65125206E+04
  0.90951000E+01  0.11018285E+07  0.11018670E+07  0.11018092E+07  0.65183258E+04  0.65183258E+04  0.65183258E+04
  0.91033000E+01  0.11029569E+07  0.11029955E+07  0.11029569E+07  0.65242026E+04  0.65242026E+04  0.65242026E+04
  0.91115000E+01  0.11049736E+07  0.11050122E+07  0.11049543E+07  0.65300794E+04  0.65300794E+04  0.65300794E+04
  0.91196000E+01  0.11076155E+07  0.11076541E+07  0.11075962E+07  0.65358846E+04  0.65358846E+04  0.65358846E+04
  0.91278000E+01  0.11105784E+07  0.11106362E+07  0.11105784E+07  0.65417614E+04  0.65417614E+04  0.65417614E+04
  0.91360000E+01  0.11135606E+07  0.11136183E+07  0.11135606E+07  0.65476382E+04  0.65476382E+04  0.92597588E+04
  0.91442000E+01  0.11162158E+07  0.11162735E+07  0.11162158E+07  0.65535150E+04  0.65535150E+04  0.92680698E+04
  0.91523000E+01  0.11181861E+07  0.11182439E+07  0.11181669E+07  0.65593202E+04  0.65593202E+04  0.92762796E+04
  0.91605000E+01  0.11191687E+07  0.11192265E+07  0.11191687E+07  0.65651970E+04  0.65651970E+04  0.92845906E+04
  0.91687000E+01  0.11188785E+07  0.11189364E+07  0.11188785E+07  0.00000000E+00  0.65710738E+04  0.92929017E+04
  0.91768000E+01  0.11170631E+07  0.11171018E+07  0.11170437E+07  0.00000000E+00  0.65768790E+04  0.93011114E+04
  0.91850000E+01  0.11135175E+07  0.11135758E+07  0.11134980E+07  0.00000000E+00  0.65827558E+04  0.93094225E+04
  0.91932000E+01  0.11081445E+07  0.11082033E+07  0.11081445E+07  0.00000000E+00  0.65886326E+04  0.65886326E+04
  0.92014000E+01  0.11008881E+07  0.11009474E+07  0.11008684E+07  0.00000000E+00  0.65945094E+04  0.65945094E+04
  0.92095000E+01  0.10917686E+07  0.10918086E+07  0.10917487E+07  0.00000000E+00  0.66003146E+04  0.66003146E+04
  0.92177000E+01  0.10808747E+07  0.10809150E+07  0.10808545E+07  0.00000000E+00  0.66061914E+04  0.66061914E+04
  0.92259000E+01  0.10683965E+07  0.10684374E+07  0.10683760E+07  0.00000000E+00  0.66120682E+04  0.66120682E+04
  0.92341000E+01  0.10545400E+07  0.10546023E+07  0.10545192E+07  0.00000000E+00  0.66179451E+04  0.66179451E+04
  0.92422000E+01  0.10396334E+07  0.10396545E+07  0.10396123E+07  0.00000000E+00  0.66237502E+04  0.66237502E+04
  0.92504000E+01  0.10239716E+07  0.10239931E+07  0.10239501E+07  0.00000000E+00  0.66296270E+04  0.66296270E+04
  0.92586000E+01  0.10079197E+07  0.10079416E+07  0.10078979E+07  0.00000000E+00  0.66355038E+04  0.66355038E+04
  0.92667000E+01  0.99180340E+06  0.99184787E+06  0.99178116E+06  0.00000000E+00  0.66413090E+04  0.66413090E+04
  0.92749000E+01  0.97602782E+06  0.97605046E+06  0.97602782E+06  0.00000000E+00  0.66471858E+04  0.00000000E+00
  0.92831000E+01  0.96090126E+06  0.96092430E+06  0.96090126E+06  0.00000000E+00  0.66530626E+04  0.00000000E+00
  0.92913000E+01  0.94671761E+06  0.94674103E+06  0.94671761E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.92994000E+01  0.93370670E+06  0.93373048E+06  0.93370670E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.93076000E+01  0.92209127E+06  0.92209127E+06  0.92206714E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.93158000E+01  0.91199598E+06  0.91199598E+06  0.91197154E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.93239000E+01  0.90347114E+06  0.90347114E+06  0.90344643E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.93321000E+01  0.89656546E+06  0.89656546E+06  0.89656546E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.93403000E+01  0.89126537E+06  0.89124023E+06  0.89126537E+06  0.00000000E+00  0.00000000E+00  0.66940570E+04
  0.93485000E+01  0.88748205E+06  0.88745676E+06  0.88748205E+06  0.00000000E+00  0.00000000E+00  0.66999339E+04
  0.93566000E+01  0.88508135E+06  0.88503054E+06  0.88505594E+06  0.00000000E+00  0.00000000E+00  0.67057390E+04
  0.93648000E+01  0.88392261E+06  0.88389713E+06  0.88392261E+06  0.00000000E+00  0.00000000E+00  0.67116158E+04
  0.93730000E+01  0.88388012E+06  0.88382906E+06  0.88388012E+06  0.00000000E+00  0.00000000E+00  0.67174927E+04
  0.93811000E+01  0.88472060E+06  0.88466950E+06  0.88472060E+06  0.00000000E+00  0.00000000E+00  0.67232978E+04
  0.93893000E+01  0.88631175E+06  0.88626066E+06  0.88631175E+06  0.00000000E+00  0.00000000E+00  0.67291746E+04
  0.93975000E+01  0.88843983E+06  0.88838877E+06  0.88843983E+06  0.00000000E+00  0.00000000E+00  0.67350515E+04
  0.94057000E+01  0.89097631E+06  0.89089981E+06  0.89097631E+06  0.00000000E+00  0.00000000E+00  0.67409283E+04
  0.94138000E+01  0.89368118E+06  0.89363025E+06  0.89368118E+06  0.00000000E+00  0.00000000E+00  0.67467334E+04
  0.94220000E+01  0.89649643E+06  0.89642014E+06  0.89649643E+06  0.00000000E+00  0.00000000E+00  0.67526102E+04
  0.94302000E+01  0.89923442E+06  0.89918362E+06  0.89923442E+06  0.00000000E+00  0.00000000E+00  0.67584871E+04
  0.94383000E+01  0.90183517E+06  0.90178443E+06  0.90183517E+06  0.00000000E+00  0.00000000E+00  0.67642922E+04
  0.94465000E+01  0.90421684E+06  0.90414080E+06  0.90419150E+06  0.00000000E+00  0.00000000E+00  0.67701690E+04
  0.94547000E+01  0.90626922E+06  0.90621855E+06  0.90626922E+06  0.00000000E+00  0.00000000E+00  0.67760459E+04
  0.94629000E+01  0.90799282E+06  0.90794217E+06  0.90799282E+06  0.00000000E+00  0.00000000E+00  0.67819227E+04
  0.94710000E+01  0.90932755E+06  0.90927689E+06  0.90932755E+06  0.00000000E+00  0.00000000E+00  0.67877278E+04
  0.94792000E+01  0.91026697E+06  0.91021627E+06  0.91024162E+06  0.00000000E+00  0.00000000E+00  0.67936047E+04
  0.94874000E+01  0.91077525E+06  0.91069911E+06  0.91074987E+06  0.00000000E+00  0.00000000E+00  0.67994815E+04
  0.94955000E+01  0.91079044E+06  0.91073959E+06  0.91076501E+06  0.00000000E+00  0.00000000E+00  0.68052866E+04
  0.95037000E+01  0.91035474E+06  0.91030378E+06  0.91032926E+06  0.00000000E+00  0.00000000E+00  0.68111634E+04
  0.95119000E+01  0.90940441E+06  0.90935331E+06  0.90937886E+06  0.00000000E+00  0.00000000E+00  0.68170403E+04
  0.95201000E+01  0.90793519E+06  0.90788392E+06  0.90790956E+06  0.00000000E+00  0.00000000E+00  0.68229171E+04
  0.95282000E+01  0.90593238E+06  0.90588090E+06  0.90588090E+06  0.00000000E+00  0.00000000E+00  0.68287222E+04
  0.95364000E+01  0.90338302E+06  0.90335717E+06  0.90335717E+06  0.00000000E+00  0.00000000E+00  0.68345991E+04
  0.95446000E+01  0.90037398E+06  0.90032201E+06  0.90032201E+06  0.00000000E+00  0.00000000E+00  0.68404759E+04
  0.95527000E+01  0.89688895E+06  0.89686282E+06  0.89683668E+06  0.00000000E+00  0.00000000E+00  0.68462810E+04
  0.95609000E+01  0.89304413E+06  0.89301784E+06  0.89299155E+06  0.00000000E+00  0.00000000E+00  0.68521579E+04
  0.95691000E+01  0.88895580E+06  0.88892934E+06  0.88890289E+06  0.00000000E+00  0.00000000E+00  0.68580347E+04
  0.95773000E+01  0.88475260E+06  0.88472598E+06  0.88469935E+06  0.00000000E+00  0.00000000E+00  0.68639115E+04
  0.95854000E+01  0.88058406E+06  0.88055727E+06  0.88053047E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.95936000E+01  0.87665839E+06  0.87663143E+06  0.87660446E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.96018000E+01  0.87310646E+06  0.87307934E+06  0.87305222E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.96100000E+01  0.87009849E+06  0.87007123E+06  0.87004397E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.96181000E+01  0.86779832E+06  0.86777094E+06  0.86774356E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.96263000E+01  0.86628842E+06  0.86626095E+06  0.86623348E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.96345000E+01  0.86567805E+06  0.86565051E+06  0.86565051E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.96426000E+01  0.86599234E+06  0.86596477E+06  0.86593719E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.96508000E+01  0.86722539E+06  0.86719780E+06  0.86717022E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.96590000E+01  0.86934141E+06  0.86931384E+06  0.86928628E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.96672000E+01  0.87222839E+06  0.87222839E+06  0.87220088E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.96753000E+01  0.87581868E+06  0.87579123E+06  0.87579123E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.96835000E+01  0.87996104E+06  0.87996104E+06  0.87993368E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.96917000E+01  0.88453252E+06  0.88453252E+06  0.88450525E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.96998000E+01  0.88935654E+06  0.88935654E+06  0.88935654E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.97080000E+01  0.89434030E+06  0.89434030E+06  0.89434030E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.97162000E+01  0.89928431E+06  0.89931127E+06  0.89931127E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.97244000E+01  0.90413536E+06  0.90416222E+06  0.90416222E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.97325000E+01  0.90877817E+06  0.90880494E+06  0.90880494E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.97407000E+01  0.91312675E+06  0.91315343E+06  0.91318012E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.97489000E+01  0.91717465E+06  0.91720126E+06  0.91722787E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.97570000E+01  0.92086185E+06  0.92088840E+06  0.92091494E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.97652000E+01  0.92420968E+06  0.92423618E+06  0.92426268E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.97734000E+01  0.92721081E+06  0.92723727E+06  0.92726373E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.97816000E+01  0.92989330E+06  0.92991972E+06  0.92994615E+06  0.70103303E+04  0.00000000E+00  0.00000000E+00
  0.97897000E+01  0.93227519E+06  0.93232799E+06  0.93235439E+06  0.70161355E+04  0.00000000E+00  0.00000000E+00
  0.97979000E+01  0.93440269E+06  0.93445546E+06  0.93448184E+06  0.70220123E+04  0.00000000E+00  0.00000000E+00
  0.98061000E+01  0.93631953E+06  0.93637227E+06  0.93639865E+06  0.70278891E+04  0.00000000E+00  0.00000000E+00
  0.98142000E+01  0.93804275E+06  0.93809549E+06  0.93812186E+06  0.70336943E+04  0.00000000E+00  0.00000000E+00
  0.98224000E+01  0.93961794E+06  0.93967068E+06  0.93967068E+06  0.70395711E+04  0.00000000E+00  0.00000000E+00
  0.98306000E+01  0.94106193E+06  0.94111468E+06  0.94111468E+06  0.70454479E+04  0.00000000E+00  0.00000000E+00
  0.98388000E+01  0.94240104E+06  0.94245380E+06  0.94248018E+06  0.70513247E+04  0.00000000E+00  0.00000000E+00
  0.98469000E+01  0.94370478E+06  0.94375756E+06  0.94378394E+06  0.70571299E+04  0.00000000E+00  0.00000000E+00
  0.98551000E+01  0.94499229E+06  0.94504508E+06  0.94507147E+06  0.70630067E+04  0.00000000E+00  0.00000000E+00
  0.98633000E+01  0.94630677E+06  0.94635957E+06  0.94635957E+06  0.70688835E+04  0.00000000E+00  0.00000000E+00
  0.98714000E+01  0.94763864E+06  0.94771786E+06  0.94771786E+06  0.70746887E+04  0.00000000E+00  0.00000000E+00
  0.98796000E+01  0.94905994E+06  0.94911276E+06  0.94911276E+06  0.70805655E+04  0.00000000E+00  0.00000000E+00
  0.98878000E+01  0.95050829E+06  0.95056112E+06  0.95056112E+06  0.70864423E+04  0.00000000E+00  0.00000000E+00
  0.98960000E+01  0.95198369E+06  0.95203653E+06  0.95203653E+06  0.70923191E+04  0.00000000E+00  0.00000000E+00
